5.000000 5.156352
6.000000 5.885545
5.000000 5.253241
6.000000 5.603232
6.000000 5.195768
5.000000 4.962205
5.000000 5.592691
6.000000 6.146924
5.000000 6.173631
5.000000 5.015098
5.000000 5.059673
5.000000 5.339068
5.000000 5.263140
4.000000 5.255966
6.000000 5.379665
6.000000 5.510014
7.000000 6.782159
5.000000 5.116619
5.000000 5.747496
6.000000 6.224898
5.000000 5.037394
6.000000 5.705482
7.000000 5.945147
6.000000 5.538707
6.000000 5.669139
5.000000 4.859697
6.000000 5.241474
6.000000 5.347497
5.000000 6.123226
5.000000 4.853929
5.000000 5.160626
5.000000 5.278510
6.000000 6.415387
5.000000 5.606185
7.000000 6.371155
6.000000 5.713445
6.000000 5.567001
6.000000 5.368236
5.000000 5.049695
7.000000 5.865540
5.000000 5.080174
6.000000 5.584965
5.000000 6.244222
5.000000 5.233923
6.000000 5.545176
6.000000 5.962710
6.000000 5.867248
6.000000 5.587074
6.000000 5.499525
5.000000 5.111399
5.000000 5.244142
5.000000 4.956131
6.000000 5.760801
6.000000 5.312595
5.000000 5.000384
6.000000 6.342632
5.000000 5.925210
4.000000 5.727984
6.000000 5.431969
6.000000 6.287083
6.000000 5.631841
6.000000 6.949872
5.000000 5.489479
5.000000 5.079549
6.000000 6.341940
5.000000 5.013852
6.000000 5.252310
4.000000 4.893403
6.000000 5.997824
5.000000 5.662089
6.000000 6.387601
6.000000 5.767769
5.000000 5.216474
7.000000 6.668881
4.000000 5.670309
5.000000 5.398091
5.000000 5.070746
5.000000 5.849042
8.000000 6.830087
6.000000 5.257880
4.000000 5.375108
5.000000 5.763032
5.000000 4.965565
5.000000 5.141184
5.000000 5.381472
7.000000 5.817148
6.000000 4.724322
5.000000 5.665538
5.000000 6.349570
